x,y,phi,Ex,Ey
0.000000000000000000e+00,5.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,5.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,5.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.644624223479643901e-11,-1.766554547546991957e-11,-1.766554547546991957e-11
1.000000000000000000e+00,2.000000000000000000e+00,3.533109095093983914e-11,-3.588642844068457922e-11,-1.941891919034301427e-11
1.000000000000000000e+00,3.000000000000000000e+00,5.528408061548246754e-11,-5.935935070355261704e-11,-2.393820463513281727e-11
1.000000000000000000e+00,4.000000000000000000e+00,8.320750022120547368e-11,-8.457954092350342936e-11,-2.906450342301987053e-11
1.000000000000000000e+00,5.000000000000000000e+00,1.134130874615222086e-10,-1.216922626853024088e-10,-3.798388880521429792e-11
1.000000000000000000e+00,6.000000000000000000e+00,1.591752778316340695e-10,-1.619700757528355921e-10,-4.763715269662657407e-11
1.000000000000000000e+00,7.000000000000000000e+00,2.086873928547753567e-10,-2.237449792148645903e-10,-6.294313157916985009e-11
1.000000000000000000e+00,8.000000000000000000e+00,2.850615409899737697e-10,-2.904092632993071134e-10,-7.911568996363664965e-11
1.000000000000000000e+00,9.000000000000000000e+00,3.669187727820486560e-10,-3.930751368830067588e-10,-1.038420317986673508e-10
1.000000000000000000e+00,1.000000000000000000e+01,4.927456045873084713e-10,-5.026000494537831906e-10,-1.294762824021498693e-10
1.000000000000000000e+00,1.100000000000000000e+01,6.258713375863483947e-10,-6.699666913257241803e-10,-1.678699482846596353e-10
1.000000000000000000e+00,1.200000000000000000e+01,8.284855011566277419e-10,-8.460751160232480523e-10,-2.069458427679805989e-10
1.000000000000000000e+00,1.300000000000000000e+01,1.039763023122309592e-09,-1.112214046682201597e-09,-2.645703579972976110e-10
1.000000000000000000e+00,1.400000000000000000e+01,1.357626217151222964e-09,-1.388088309428007533e-09,-3.220945150562608168e-10
1.000000000000000000e+00,1.500000000000000000e+01,1.683952053234831226e-09,-1.800098298833191740e-09,-4.057771458510556492e-10
1.000000000000000000e+00,1.600000000000000000e+01,2.169180508853334262e-09,-2.220399012233279954e-09,-4.875796793866665727e-10
1.000000000000000000e+00,1.700000000000000000e+01,2.659111412008164371e-09,-2.840815068113334487e-09,-6.050891165949708082e-10
1.000000000000000000e+00,1.800000000000000000e+01,3.379358742043275879e-09,-3.462997983069133548e-09,-7.173257292621886497e-10
1.000000000000000000e+00,1.900000000000000000e+01,4.093762870532541671e-09,-4.371155871827450874e-09,-8.766652720632010899e-10
1.000000000000000000e+00,2.000000000000000000e+01,5.132689286169678059e-09,-5.265367739313535475e-09,-1.024936712279982743e-09
1.000000000000000000e+00,2.100000000000000000e+01,6.143636295092507156e-09,-6.556814661456280318e-09,-1.233167989745494861e-09
1.000000000000000000e+00,2.200000000000000000e+01,7.599025265660667780e-09,-7.803503784203524327e-09,-1.421218761590237809e-09
1.000000000000000000e+00,2.300000000000000000e+01,8.986073818272982774e-09,-9.586429866679805374e-09,-1.682804874534799748e-09
1.000000000000000000e+00,2.400000000000000000e+01,1.096463501473026728e-08,-1.127080935472666727e-08,-1.910855734713855356e-09
1.000000000000000000e+00,2.500000000000000000e+01,1.280778528770069349e-08,-1.365856365449586472e-08,-2.225634400878166012e-09
1.000000000000000000e+00,2.600000000000000000e+01,1.541590381648659930e-08,-1.586130627946601446e-08,-2.488535353658900199e-09
1.000000000000000000e+00,2.700000000000000000e+01,1.778485599501849388e-08,-1.896044963857598817e-08,-2.849591263583553321e-09
1.000000000000000000e+00,2.800000000000000000e+01,2.111508634365370594e-08,-2.174454071112542174e-08,-3.135133269529467818e-09
1.000000000000000000e+00,2.900000000000000000e+01,2.405512253407742952e-08,-2.563862803600283039e-08,-3.527003371091539926e-09
1.000000000000000000e+00,3.000000000000000000e+01,2.816909308583678579e-08,-2.903316265111159414e-08,-3.814858276416821904e-09
1.000000000000000000e+00,3.100000000000000000e+01,3.168483908691107333e-08,-3.376350426929978343e-08,-4.212623324857397890e-09
1.000000000000000000e+00,3.200000000000000000e+01,3.659433973555158157e-08,-3.774629229036768510e-08,-4.474438187206462293e-09
1.000000000000000000e+00,3.300000000000000000e+01,4.063371546132399791e-08,-4.329216135380649240e-08,-4.844267205702787662e-09
1.000000000000000000e+00,3.400000000000000000e+01,4.628287414695715690e-08,-4.777408104914420724e-08,-5.045365573957979237e-09
1.000000000000000000e+00,3.500000000000000000e+01,5.072444660923995639e-08,-5.403592710316206980e-08,-5.346933584778100122e-09
1.000000000000000000e+00,3.600000000000000000e+01,5.697674131651335714e-08,-5.885072609332948558e-08,-5.449837172053223455e-09
1.000000000000000000e+00,3.700000000000000000e+01,6.162412095334640330e-08,-6.564055356992286781e-08,-5.640710634820456819e-09
1.000000000000000000e+00,3.800000000000000000e+01,6.825816258615427078e-08,-7.054387787642416012e-08,-5.610299483326960245e-09
1.000000000000000000e+00,3.900000000000000000e+01,7.284471992000032379e-08,-7.758669196215268817e-08,-5.651914497536547738e-09
1.000000000000000000e+00,4.000000000000000000e+01,7.956199158122736626e-08,-8.226725368832040948e-08,-5.461562124149267242e-09
1.000000000000000000e+00,4.100000000000000000e+01,8.376784416829885827e-08,-8.921614813734238602e-08,-5.325909079905751353e-09
1.000000000000000000e+00,4.200000000000000000e+01,9.021380974103886896e-08,-9.332005419642945694e-08,-4.963488690835478833e-09
1.000000000000000000e+00,4.300000000000000000e+01,9.369482154996981594e-08,-9.978517385395044900e-08,-4.639214982858466954e-09
1.000000000000000000e+00,4.400000000000000000e+01,9.949223970675580287e-08,-1.029517776399969119e-07,-4.111629107525341714e-09
1.000000000000000000e+00,4.500000000000000000e+01,1.019180797650204994e-07,-1.085404336040262094e-07,-3.608137134637847991e-09
1.000000000000000000e+00,4.600000000000000000e+01,1.067085139760314989e-07,-1.104452054747456184e-07,-2.943106853626002890e-09
1.000000000000000000e+00,4.700000000000000000e+01,1.078042934722725051e-07,-1.148075526333510664e-07,-2.291463192850564695e-09
1.000000000000000000e+00,4.800000000000000000e+01,1.112914403617326282e-07,-1.152051677244721654e-07,-1.535772071569706196e-09
1.000000000000000000e+00,4.900000000000000000e+01,1.108758376154119175e-07,-1.180778967860198540e-07,-7.858530864817932770e-10
1.000000000000000000e+00,5.000000000000000000e+01,1.128631465346962148e-07,-1.168377643732680122e-07,1.574951886300964693e-21
1.000000000000000000e+00,5.100000000000000000e+01,1.108758376154087676e-07,-1.180778967860162938e-07,7.858530864858100661e-10
1.000000000000000000e+00,5.200000000000000000e+01,1.112914403617245947e-07,-1.152051677244643303e-07,1.535772071575390582e-09
1.000000000000000000e+00,5.300000000000000000e+01,1.078042934722579865e-07,-1.148075526333347743e-07,2.291463192860868057e-09
1.000000000000000000e+00,5.400000000000000000e+01,1.067085139760028586e-07,-1.104452054747176795e-07,2.943106853642883992e-09
1.000000000000000000e+00,5.500000000000000000e+01,1.019180797649722185e-07,-1.085404336039722507e-07,3.608137134669651431e-09
1.000000000000000000e+00,5.600000000000000000e+01,9.949223970666355569e-08,-1.029517776399068220e-07,4.111629107577771730e-09
1.000000000000000000e+00,5.700000000000000000e+01,9.369482154981667503e-08,-9.978517385377966598e-08,4.639214982956405139e-09
1.000000000000000000e+00,5.800000000000000000e+01,9.021380974075074541e-08,-9.332005419614744791e-08,4.963488690995568060e-09
1.000000000000000000e+00,5.900000000000000000e+01,8.376784416782553891e-08,-8.921614813681582269e-08,5.325909080200479114e-09
1.000000000000000000e+00,6.000000000000000000e+01,7.956199158034978718e-08,-8.226725368745962548e-08,5.461562124626206349e-09
1.000000000000000000e+00,6.100000000000000000e+01,7.284471991857312621e-08,-7.758669196056873656e-08,5.651914498401679397e-09
1.000000000000000000e+00,6.200000000000000000e+01,6.825816258354642839e-08,-7.054387787386077372e-08,5.610299484712626737e-09
1.000000000000000000e+00,6.300000000000000000e+01,6.162412094914787274e-08,-6.564055356527387454e-08,5.640710637297244022e-09
1.000000000000000000e+00,6.400000000000000000e+01,5.697674130895194034e-08,-5.885072608588132635e-08,5.449837175979429615e-09
1.000000000000000000e+00,6.500000000000000000e+01,5.072444659718901351e-08,-5.403592708984795595e-08,5.346933591693449157e-09
1.000000000000000000e+00,6.600000000000000000e+01,4.628287412556504203e-08,-4.777408102802913171e-08,5.045365584806535689e-09
1.000000000000000000e+00,6.700000000000000000e+01,4.063371542757594213e-08,-4.329216131660190030e-08,4.844267224532250670e-09
1.000000000000000000e+00,6.800000000000000000e+01,3.659433967650054069e-08,-3.774629223196375754e-08,4.474438216436854619e-09
1.000000000000000000e+00,6.900000000000000000e+01,3.168483899470223289e-08,-3.376350416786103011e-08,4.212623374853501058e-09
1.000000000000000000e+00,7.000000000000000000e+01,2.816909292679353857e-08,-2.903316249350013369e-08,3.814858353212653785e-09
1.000000000000000000e+00,7.100000000000000000e+01,2.405512228827692532e-08,-2.563862776615107711e-08,3.527003500536256435e-09
1.000000000000000000e+00,7.200000000000000000e+01,2.111508592572102570e-08,-2.174454029615250954e-08,3.135133466252467808e-09
1.000000000000000000e+00,7.300000000000000000e+01,1.778485535577198970e-08,-1.896044893817075051e-08,2.849591590363237889e-09
1.000000000000000000e+00,7.400000000000000000e+01,1.541590274499454992e-08,-1.586130521354234644e-08,2.488535844971408678e-09
1.000000000000000000e+00,7.500000000000000000e+01,1.280778366582917235e-08,-1.365856188086352665e-08,2.225635205176321634e-09
1.000000000000000000e+00,7.600000000000000000e+01,1.096463233464190666e-08,-1.127080668360854603e-08,1.910856930938050866e-09
1.000000000000000000e+00,7.700000000000000000e+01,8.986069803953070616e-09,-9.586425484875408402e-09,1.682806804436700382e-09
1.000000000000000000e+00,7.800000000000000000e+01,7.599018725768505894e-09,-7.803497254331140166e-09,1.421221600699445596e-09
1.000000000000000000e+00,7.900000000000000000e+01,6.143626602554179424e-09,-6.556804100571812593e-09,1.233172503831776217e-09
1.000000000000000000e+00,8.000000000000000000e+01,5.132673718104953459e-09,-5.265352167385983294e-09,1.024943280145381242e-09
1.000000000000000000e+00,8.100000000000000000e+01,4.093740042263416939e-09,-4.371131041320361060e-09,8.766755635031440022e-10
1.000000000000000000e+00,8.200000000000000000e+01,3.379322591098665455e-09,-3.462961760039078685e-09,7.173405370927739096e-10
1.000000000000000000e+00,8.300000000000000000e+01,2.659058968077869119e-09,-2.840758119132526924e-09,6.051119832940940945e-10
1.000000000000000000e+00,8.400000000000000000e+01,2.169098624510477266e-09,-2.220316824433442349e-09,4.876122128179642121e-10
1.000000000000000000e+00,8.500000000000000000e+01,1.683834542441940695e-09,-1.799970897172802770e-09,4.058266560388725947e-10
1.000000000000000000e+00,8.600000000000000000e+01,1.357445312432732076e-09,-1.387906430674764558e-09,3.221641582384247675e-10
1.000000000000000000e+00,8.700000000000000000e+01,1.039506225965091160e-09,-1.111936060725978594e-09,2.646748022404699297e-10
1.000000000000000000e+00,8.800000000000000000e+01,8.280957079517922170e-10,-8.456825828105623717e-10,2.070910768388675177e-10
1.000000000000000000e+00,8.900000000000000000e+01,6.253240722873561248e-10,-6.693751367713556435e-10,1.680845827921439025e-10
1.000000000000000000e+00,9.000000000000000000e+01,4.919265423675044120e-10,-5.017739090621053577e-10,1.297712817021302305e-10
1.000000000000000000e+00,9.100000000000000000e+01,3.657815088830956638e-10,-3.918475519214265061e-10,1.042716233901630057e-10
1.000000000000000000e+00,9.200000000000000000e+01,2.833832955871784007e-10,-2.887138629877760198e-10,7.969919749202727024e-11
1.000000000000000000e+00,9.300000000000000000e+01,2.063831138990411233e-10,-2.212609987181897066e-10,6.378038595875843056e-11
1.000000000000000000e+00,9.400000000000000000e+01,1.558225236696615395e-10,-1.585778588548636345e-10,4.876083255973995377e-11
1.000000000000000000e+00,9.500000000000000000e+01,1.088614487795612157e-10,-1.167918418999088792e-10,3.957241700041873252e-11
1.000000000000000000e+00,9.600000000000000000e+01,7.667768966882407448e-11,-7.796296746765677793e-11,3.117066688562435173e-11
1.000000000000000000e+00,9.700000000000000000e+01,4.652011500831250583e-11,-4.993506162292144296e-11,2.687140981494735359e-11
1.000000000000000000e+00,9.800000000000000000e+01,2.293487003892937054e-11,-2.330707512956849479e-11,2.326005750415625291e-11
1.000000000000000000e+00,9.900000000000000000e+01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,3.533109095093983914e-11,-1.941891919034301427e-11,-3.588642844068457922e-11
2.000000000000000000e+00,2.000000000000000000e+00,7.177285688136915844e-11,-4.169380522808271040e-11,-4.169380522808269747e-11
2.000000000000000000e+00,3.000000000000000000e+00,1.187187014071052341e-10,-6.529441830588812626e-11,-4.869311248281885014e-11
2.000000000000000000e+00,4.000000000000000000e+00,1.691590818470068587e-10,-9.823025173338911268e-11,-6.233291198174979171e-11
2.000000000000000000e+00,5.000000000000000000e+00,2.433845253706048175e-10,-1.340139732098092156e-10,-7.739053482933216275e-11
2.000000000000000000e+00,6.000000000000000000e+00,3.239401515056711842e-10,-1.880203813781595442e-10,-1.020527165295621816e-10
2.000000000000000000e+00,7.000000000000000000e+00,4.474899584297291806e-10,-2.467505213815471755e-10,-1.284391875464715213e-10
2.000000000000000000e+00,8.000000000000000000e+00,5.808185265986142268e-10,-3.369511351273563973e-10,-1.693301576681421684e-10
2.000000000000000000e+00,9.000000000000000000e+00,7.861502737660135175e-10,-4.341604361599490162e-10,-2.121907861544760773e-10
2.000000000000000000e+00,1.000000000000000000e+01,1.005200098907566381e-09,-5.828907623283884318e-10,-2.768915544427174215e-10
2.000000000000000000e+00,1.100000000000000000e+01,1.339933382651448361e-09,-7.411677555322537735e-10,-3.434750665694648617e-10
2.000000000000000000e+00,1.200000000000000000e+01,1.692150232046496105e-09,-9.808782075587636919e-10,-4.422473553564774167e-10
2.000000000000000000e+00,1.300000000000000000e+01,2.224428093364403194e-09,-1.232379649980159380e-09,-5.420131934047594803e-10
2.000000000000000000e+00,1.400000000000000000e+01,2.776176618856015065e-09,-1.608800127934812521e-09,-6.878842521509901426e-10
2.000000000000000000e+00,1.500000000000000000e+01,3.600196597666383479e-09,-1.997759956873281856e-09,-8.323107028052724215e-10
2.000000000000000000e+00,1.600000000000000000e+01,4.440798024466559908e-09,-2.572958737791821861e-09,-1.040716769280142747e-09
2.000000000000000000e+00,1.700000000000000000e+01,5.681630136226668973e-09,-3.157737731430981427e-09,-1.242598970835853593e-09
2.000000000000000000e+00,1.800000000000000000e+01,6.925995966138267095e-09,-4.012434618028588586e-09,-1.530340803714116387e-09
2.000000000000000000e+00,1.900000000000000000e+01,8.742311743654901747e-09,-4.866405043102190114e-09,-1.802369756244401927e-09
2.000000000000000000e+00,2.000000000000000000e+01,1.053073547862707095e-08,-6.100618374858176441e-09,-2.185658789628829444e-09
2.000000000000000000e+00,2.100000000000000000e+01,1.311362932291256064e-08,-7.310958644697225647e-09,-2.538136044889988852e-09
2.000000000000000000e+00,2.200000000000000000e+01,1.560700756840704865e-08,-9.041853167062169635e-09,-3.029615205223525056e-09
2.000000000000000000e+00,2.300000000000000000e+01,1.917285973335961075e-08,-1.070522341968696209e-08,-3.467305570523142941e-09
2.000000000000000000e+00,2.400000000000000000e+01,2.254161870945333454e-08,-1.306098659604502052e-08,-4.072133787816059350e-09
2.000000000000000000e+00,2.500000000000000000e+01,2.731712730899172945e-08,-1.527517178130220889e-08,-4.590496924739347190e-09
2.000000000000000000e+00,2.600000000000000000e+01,3.172261255893202892e-08,-1.838399727505782960e-08,-5.301885984080123442e-09
